"Index Name","Date","Open","High","Low","Close"
"NIFTY HEALTHCARE","31 Mar 2022","8587.95","8609.80","8447.25","8471.60"
"NIFTY HEALTHCARE","30 Mar 2022","8641.35","8648.75","8558.55","8582.40"
"NIFTY HEALTHCARE","29 Mar 2022","8509.65","8609.35","8475.90","8595.60"
"NIFTY HEALTHCARE","28 Mar 2022","8551.10","8589.30","8436.15","8482.25"
"NIFTY HEALTHCARE","25 Mar 2022","8613.10","8623.80","8467.30","8526.05"
"NIFTY HEALTHCARE","24 Mar 2022","8432.50","8612.10","8409.45","8579.00"
"NIFTY HEALTHCARE","23 Mar 2022","8500.80","8581.05","8459.45","8477.05"
"NIFTY HEALTHCARE","22 Mar 2022","8493.65","8510.20","8373.00","8461.15"
"NIFTY HEALTHCARE","21 Mar 2022","8549.40","8619.70","8472.70","8485.30"
"NIFTY HEALTHCARE","17 Mar 2022","8446.30","8512.10","8446.05","8496.50"
"NIFTY HEALTHCARE","16 Mar 2022","8437.05","8437.20","8314.00","8406.65"
"NIFTY HEALTHCARE","15 Mar 2022","8389.30","8513.10","8292.55","8347.45"
"NIFTY HEALTHCARE","14 Mar 2022","8412.90","8437.70","8350.15","8382.35"
"NIFTY HEALTHCARE","11 Mar 2022","8178.95","8412.60","8155.90","8396.05"
"NIFTY HEALTHCARE","10 Mar 2022","8248.20","8277.50","8167.50","8183.45"
"NIFTY HEALTHCARE","09 Mar 2022","8100.80","8216.90","8063.15","8165.55"
"NIFTY HEALTHCARE","08 Mar 2022","7837.60","8056.00","7832.15","8041.15"
"NIFTY HEALTHCARE","07 Mar 2022","7777.50","7871.45","7697.90","7850.05"
"NIFTY HEALTHCARE","04 Mar 2022","7903.70","7965.90","7825.70","7890.35"
"NIFTY HEALTHCARE","03 Mar 2022","8044.75","8060.75","7933.35","7952.55"
"NIFTY HEALTHCARE","02 Mar 2022","8062.20","8119.10","7949.10","7978.75"
"NIFTY HEALTHCARE","28 Feb 2022","8015.10","8118.10","7957.40","8103.15"
"NIFTY HEALTHCARE","25 Feb 2022","7908.70","8084.75","7869.75","8066.90"
"NIFTY HEALTHCARE","24 Feb 2022","7919.45","7994.50","7781.45","7801.40"
"NIFTY HEALTHCARE","23 Feb 2022","8141.85","8194.35","8103.05","8115.85"
"NIFTY HEALTHCARE","22 Feb 2022","7977.05","8117.75","7960.25","8104.95"
"NIFTY HEALTHCARE","21 Feb 2022","8215.65","8243.65","8105.75","8119.70"
"NIFTY HEALTHCARE","18 Feb 2022","8278.05","8293.10","8225.75","8238.55"
"NIFTY HEALTHCARE","17 Feb 2022","8388.30","8403.60","8290.20","8302.30"
"NIFTY HEALTHCARE","16 Feb 2022","8378.30","8423.30","8308.90","8359.40"
"NIFTY HEALTHCARE","15 Feb 2022","8211.75","8345.55","8202.80","8335.30"
"NIFTY HEALTHCARE","14 Feb 2022","8299.20","8398.70","8217.00","8235.40"
"NIFTY HEALTHCARE","11 Feb 2022","8447.15","8469.15","8375.40","8409.65"
